-208.127,-65.8459

-452.786,-516.793

279.982,-665.077

-309.361,-859.144

-166.318,16.9614

712.821,-75.0312

-481.733,87.5824

-397.272,-244.178

193.82,-103.867

-872.905,36.6553

166.01,515.542

-695.857,92.9981

-198.069,-144.94

128.148,-49.7558

456.201,481.386

16.9174,-814.453

-66.7751,472.476

501.442,-721.687

-394.177,-593.38

-394.006,-108.469

-34.4021,10.2734

603.503,-20.1704

71.353,240.539

89.4785,16.7302

710.304,103.224

13.022,-99.4081

775.653,196.275

-21.3607,765.46

39.4955,-35.1805

150.218,147.183

-176.887,-43.7876

97.9799,675.048

73.2207,314.908

-296.419,600.514

193.854,779.758

32.0135,-299.898

-17.6165,-434.78

-122.418,-413.263

54.2001,175.959

-239.913,-190.056

-412.995,2.64477

217.622,16.7379

147.566,-741.04

-302.261,-9.50013

-252.781,-313.691

26.5581,-210.688

-40.9447,418.39

-708.658,-182.202

-197.221,-152.164

-237.222,-584.532

616.366,116.742

-134.813,2.70599

106.143,349.11

152.017,-7.21627

406.716,-6.95031

-327.048,62.8268

-291.494,-151.522

-547.903,-23.2485

-15.9055,-266.04

337.518,-182.931

-69.5879,308.547

259.733,666.348

33.5157,174.188

-597.719,-71.138

-377.286,37.0414

-620.68,13.5364

356.263,31.439

-39.9134,160.406

35.7226,817.678

415.79,-427.518

-5.05631,293.42

278.087,400.939

96.5185,188.729

836.538,-70.3638

617.652,-177.886

80.9867,2.34694

619.427,344.664

-451.324,-18.7166

494.7,-77.711

-695.99,-647.958

-601.373,-77.8327

-823.639,-497.426

-83.0466,80.1534

-505.878,-3.09817

383.329,-18.9923

446.941,-91.8341

219.819,36.0453

225.753,-457.579

189.385,53.5289

124.375,383.063

-30.7089,-13.6458

17.4,327.664

-213.763,-772.564

-117.072,2.19141

442.352,362.238

-44.8843,-499.221

492.82,127.306

546.356,96.188

696.497,-365.757

323.007,329.545

Time(s),Source cell ID,Destination cell ID
1,4,12
2,0,1
2,5,6
2,3,2
2,5,6
3,10,3
3,15,14
3,4,3
6,2,3
6,0,1
7,0,5
7,14,13
7,2,9
7,3,2
9,3,2
9,16,5
9,0,6
9,3,2
