  1,68.758
  2,56.717
  3,49.673
  4,44.676
  5,40.799
  6,37.632
  7,34.954
  8,32.634
  9,30.588
 10,28.758
 11,27.102
 12,25.591
 13,24.200
 14,22.913
 15,21.714
 16,20.593
 17,19.540
 18,18.547
 19,17.608
 20,16.717
 21,15.869
 22,15.061
 23,14.289
 24,13.550
 25,12.840
 26,12.159
 27,11.503
 28,10.872
 29,10.262
 30,9.673
 31,9.104
 32,8.552
 33,8.017
 34,7.499
 35,6.995
 36,6.506
 37,6.030
 38,5.567
 39,5.115
 40,4.676
 41,4.247
 42,3.828
 43,3.419
 44,3.020
 45,2.629
 46,2.248
 47,1.874
 48,1.508
 49,1.150
 50,0.799
 51,0.455
 52,0.118
 53,-0.213
 54,-0.538
 55,-0.857
 56,-1.170
 57,-1.477
 58,-1.779
 59,-2.076
 60,-2.368
 61,-2.655
 62,-2.938
 63,-3.216
 64,-3.489
 65,-3.759
 66,-4.024
 67,-4.285
 68,-4.542
 69,-4.796
 70,-5.046
 71,-5.292
 72,-5.535
 73,-5.775
 74,-6.011
 75,-6.244
 76,-6.475
 77,-6.702
 78,-6.926
 79,-7.147
 80,-7.366
 81,-7.581
 82,-7.795
 83,-8.005
 84,-8.213
 85,-8.419
 86,-8.622
 87,-8.823
 88,-9.021
 89,-9.218
 90,-9.412
 91,-9.604
 92,-9.794
 93,-9.981
 94,-10.167
 95,-10.351
 96,-10.533
 97,-10.713
 98,-10.891
 99,-11.067
100,-11.242
101,-11.415
102,-11.586
103,-11.756
104,-11.923
105,-12.090
106,-12.254
107,-12.417
108,-12.579
109,-12.739
110,-12.898
111,-13.055
112,-13.211
113,-13.365
114,-13.518
115,-13.670
116,-13.820
117,-13.969
118,-14.117
119,-14.264
120,-14.409
121,-14.553
122,-14.696
123,-14.838
124,-14.979
125,-15.118
126,-15.257
127,-15.394
128,-15.530
129,-15.666
130,-15.800
131,-15.933
132,-16.065
133,-16.196
134,-16.326
135,-16.455
136,-16.584
137,-16.711
138,-16.837
139,-16.963
140,-17.087
141,-17.211
142,-17.334
143,-17.455
144,-17.577
145,-17.697
146,-17.816
147,-17.935
148,-18.053
149,-18.169
150,-18.286
