1,262.588,258.022
2,250.547,256.772
3,243.503,240.161
4,238.506,237.666
5,234.629,240.517
6,231.462,244.983
7,228.784,226.864
8,226.464,227.579
9,224.418,239.005
10,222.588,222.657
11,220.932,235.402
12,219.421,214.185
13,218.03,224.781
14,216.743,209.738
15,215.544,222.6
16,214.423,217.178
17,213.37,204.828
18,212.377,225.594
19,211.438,209.324
20,210.547,204.072
21,209.699,209.768
22,208.891,200.421
23,208.119,212.845
24,207.38,198.94
25,206.67,216.193
26,205.989,205.894
27,205.333,199.077
28,204.702,205.911
29,204.092,202.253
30,203.503,203.152
31,202.934,200.765
32,202.382,202.052
33,201.847,199.204
34,201.329,194.205
35,200.825,203.627
36,200.336,200.299
37,199.86,196.137
38,199.397,199.043
39,198.945,189.901
40,198.506,195.932
41,198.077,193.244
42,197.658,196.419
43,197.249,199.348
44,196.85,188.734
45,196.459,189.809
46,196.078,191.452
47,195.704,199.583
48,195.338,197.319
49,194.98,194.618
50,194.629,187.186
51,194.285,198.482
52,193.948,199.846
53,193.617,194.727
54,193.292,192.013
55,192.973,189.914
56,192.66,183.593
57,192.353,197.666
58,192.051,193.255
59,191.754,199.256
60,191.462,202.335
61,191.175,198.022
62,190.892,197.305
63,190.614,184.661
64,190.341,190.735
65,190.071,193.757
66,189.806,175.021
67,189.545,191.884
68,189.288,185.376
69,189.034,191.835
70,188.784,189.738
71,188.538,172.339
72,188.295,180.494
73,188.055,189.394
74,187.819,189.713
75,187.586,179.135
76,187.355,188.237
77,187.128,187.431
78,186.904,184.954
79,186.683,180.509
80,186.464,185.279
81,186.249,192.232
82,186.035,175.441
83,185.825,188.486
84,185.617,181.142
85,185.411,195.641
86,185.208,178.548
87,185.007,187.527
88,184.809,190.402
89,184.612,178.84
90,184.418,188.601
91,184.226,183.508
92,184.036,182.81
93,183.849,190.319
94,183.663,181.186
95,183.479,182.684
96,183.297,185.52
97,183.117,185.771
98,182.939,181.475
99,182.763,197.058
100,182.588,190.617
101,182.415,194.147
102,182.244,185.279
103,182.074,193.33
104,181.907,187.277
105,181.74,185.921
106,181.576,185.274
107,181.413,180.599
108,181.251,175.383
109,181.091,180.815
110,180.932,178.554
111,180.775,182.017
112,180.619,179.728
113,180.465,173.022
114,180.312,172.149
115,180.16,182.75
116,180.01,167.7
117,179.861,183.44
118,179.713,176.235
119,179.566,185.612
120,179.421,187.629
121,179.277,172.501
122,179.134,179.398
123,178.992,176.587
124,178.851,180.893
125,178.712,181.276
126,178.573,184.789
127,178.436,183.537
128,178.3,176.916
129,178.164,186.721
130,178.03,179.616
131,177.897,181.551
132,177.765,178.827
133,177.634,169.413
134,177.504,181.242
135,177.375,177.837
136,177.246,182.504
137,177.119,172.377
138,176.993,175.961
139,176.867,172.621
140,176.743,179.956
141,176.619,180.731
142,176.496,168.812
143,176.375,175.241
144,176.253,173.778
145,176.133,180.441
146,176.014,173.349
147,175.895,181.027
148,175.777,182.53
149,175.661,177.365
150,175.544,161.639
