  1,262.588
  2,250.547
  3,243.503
  4,238.506
  5,234.629
  6,231.462
  7,228.784
  8,226.464
  9,224.418
 10,222.588
 11,220.932
 12,219.421
 13,218.030
 14,216.743
 15,215.544
 16,214.423
 17,213.370
 18,212.377
 19,211.438
 20,210.547
 21,209.699
 22,208.891
 23,208.119
 24,207.380
 25,206.670
 26,205.989
 27,205.333
 28,204.702
 29,204.092
 30,203.503
 31,202.934
 32,202.382
 33,201.847
 34,201.329
 35,200.825
 36,200.336
 37,199.860
 38,199.397
 39,198.945
 40,198.506
 41,198.077
 42,197.658
 43,197.249
 44,196.850
 45,196.459
 46,196.078
 47,195.704
 48,195.338
 49,194.980
 50,194.629
 51,194.285
 52,193.948
 53,193.617
 54,193.292
 55,192.973
 56,192.660
 57,192.353
 58,192.051
 59,191.754
 60,191.462
 61,191.175
 62,190.892
 63,190.614
 64,190.341
 65,190.071
 66,189.806
 67,189.545
 68,189.288
 69,189.034
 70,188.784
 71,188.538
 72,188.295
 73,188.055
 74,187.819
 75,187.586
 76,187.355
 77,187.128
 78,186.904
 79,186.683
 80,186.464
 81,186.249
 82,186.035
 83,185.825
 84,185.617
 85,185.411
 86,185.208
 87,185.007
 88,184.809
 89,184.612
 90,184.418
 91,184.226
 92,184.036
 93,183.849
 94,183.663
 95,183.479
 96,183.297
 97,183.117
 98,182.939
 99,182.763
100,182.588
101,182.415
102,182.244
103,182.074
104,181.907
105,181.740
106,181.576
107,181.413
108,181.251
109,181.091
110,180.932
111,180.775
112,180.619
113,180.465
114,180.312
115,180.160
116,180.010
117,179.861
118,179.713
119,179.566
120,179.421
121,179.277
122,179.134
123,178.992
124,178.851
125,178.712
126,178.573
127,178.436
128,178.300
129,178.164
130,178.030
131,177.897
132,177.765
133,177.634
134,177.504
135,177.375
136,177.246
137,177.119
138,176.993
139,176.867
140,176.743
141,176.619
142,176.496
143,176.375
144,176.253
145,176.133
146,176.014
147,175.895
148,175.777
149,175.661
150,175.544
